year,month,department,gl_category,budgeted_amount
2024,2024-06,Finance,SaaS Tools & Subscriptions,3384.83
2024,2024-07,Engineering,Payroll & Benefits,184959.74
2024,2024-07,Engineering,Cloud Infrastructure,59756.22
2024,2024-07,Engineering,R&D Expenses,39837.48
2024,2024-07,Sales,Payroll & Benefits,105691.28
2024,2024-07,Sales,SaaS Tools & Subscriptions,31300.88
2024,2024-07,Sales,Travel & Entertainment,25609.81
2024,2024-07,Marketing,Payroll & Benefits,79268.46
2024,2024-07,Marketing,Sales & Marketing,34146.41
2024,2024-07,Marketing,SaaS Tools & Subscriptions,8536.6
2024,2024-07,Product,Payroll & Benefits,52845.64
2024,2024-07,Product,Cloud Infrastructure,21341.51
2024,2024-07,Product,R&D Expenses,7113.84
2024,2024-07,Operations,Payroll & Benefits,63414.77
2024,2024-07,Operations,SaaS Tools & Subscriptions,15365.89
2024,2024-07,Operations,Office & Facilities,18780.53
2024,2024-07,Finance,Payroll & Benefits,42276.51
2024,2024-07,Finance,Professional Services,19349.63
2024,2024-07,Finance,SaaS Tools & Subscriptions,3414.64
2024,2024-08,Engineering,Payroll & Benefits,193948.88
2024,2024-08,Engineering,Cloud Infrastructure,62660.41
2024,2024-08,Engineering,R&D Expenses,41773.61
2024,2024-08,Sales,Payroll & Benefits,110827.93
2024,2024-08,Sales,SaaS Tools & Subscriptions,32822.12
2024,2024-08,Sales,Travel & Entertainment,26854.46
2024,2024-08,Marketing,Payroll & Benefits,83120.95
2024,2024-08,Marketing,Sales & Marketing,35805.95
2024,2024-08,Marketing,SaaS Tools & Subscriptions,8951.49
2024,2024-08,Product,Payroll & Benefits,55413.97
2024,2024-08,Product,Cloud Infrastructure,22378.72
2024,2024-08,Product,R&D Expenses,7459.57
2024,2024-08,Operations,Payroll & Benefits,66496.76
2024,2024-08,Operations,SaaS Tools & Subscriptions,16112.68
2024,2024-08,Operations,Office & Facilities,19693.27
2024,2024-08,Finance,Payroll & Benefits,44331.17
2024,2024-08,Finance,Professional Services,20290.04
2024,2024-08,Finance,SaaS Tools & Subscriptions,3580.59
2024,2024-09,Engineering,Payroll & Benefits,186898.66
2024,2024-09,Engineering,Cloud Infrastructure,60382.64
2024,2024-09,Engineering,R&D Expenses,40255.1
2024,2024-09,Sales,Payroll & Benefits,106799.23
2024,2024-09,Sales,SaaS Tools & Subscriptions,31629.0
2024,2024-09,Sales,Travel & Entertainment,25878.28
2024,2024-09,Marketing,Payroll & Benefits,80099.43
2024,2024-09,Marketing,Sales & Marketing,34504.37
2024,2024-09,Marketing,SaaS Tools & Subscriptions,8626.09
2024,2024-09,Product,Payroll & Benefits,53399.62
2024,2024-09,Product,Cloud Infrastructure,21565.23
2024,2024-09,Product,R&D Expenses,7188.41
2024,2024-09,Operations,Payroll & Benefits,64079.54
2024,2024-09,Operations,SaaS Tools & Subscriptions,15526.97
2024,2024-09,Operations,Office & Facilities,18977.4
2024,2024-09,Finance,Payroll & Benefits,42719.69
2024,2024-09,Finance,Professional Services,19552.48
2024,2024-09,Finance,SaaS Tools & Subscriptions,3450.44
2024,2024-10,Engineering,Payroll & Benefits,187120.3
2024,2024-10,Engineering,Cloud Infrastructure,60454.25
2024,2024-10,Engineering,R&D Expenses,40302.83
2024,2024-10,Sales,Payroll & Benefits,106925.89
2024,2024-10,Sales,SaaS Tools & Subscriptions,31666.51
2024,2024-10,Sales,Travel & Entertainment,25908.96
2024,2024-10,Marketing,Payroll & Benefits,80194.41
2024,2024-10,Marketing,Sales & Marketing,34545.29
2024,2024-10,Marketing,SaaS Tools & Subscriptions,8636.32
2024,2024-10,Product,Payroll & Benefits,53462.94
2024,2024-10,Product,Cloud Infrastructure,21590.8
2024,2024-10,Product,R&D Expenses,7196.93
2024,2024-10,Operations,Payroll & Benefits,64155.53
2024,2024-10,Operations,SaaS Tools & Subscriptions,15545.38
2024,2024-10,Operations,Office & Facilities,18999.91
2024,2024-10,Finance,Payroll & Benefits,42770.35
2024,2024-10,Finance,Professional Services,19575.66
2024,2024-10,Finance,SaaS Tools & Subscriptions,3454.53
2024,2024-11,Engineering,Payroll & Benefits,187120.3
2024,2024-11,Engineering,Cloud Infrastructure,60454.25
2024,2024-11,Engineering,R&D Expenses,40302.83
2024,2024-11,Sales,Payroll & Benefits,106925.89
2024,2024-11,Sales,SaaS Tools & Subscriptions,31666.51
2024,2024-11,Sales,Travel & Entertainment,25908.96
2024,2024-11,Marketing,Payroll & Benefits,80194.41
2024,2024-11,Marketing,Sales & Marketing,34545.29
2024,2024-11,Marketing,SaaS Tools & Subscriptions,8636.32
2024,2024-11,Product,Payroll & Benefits,53462.94
2024,2024-11,Product,Cloud Infrastructure,21590.8
2024,2024-11,Product,R&D Expenses,7196.93
2024,2024-11,Operations,Payroll & Benefits,64155.53
2024,2024-11,Operations,SaaS Tools & Subscriptions,15545.38
2024,2024-11,Operations,Office & Facilities,18999.91
2024,2024-11,Finance,Payroll & Benefits,42770.35
2024,2024-11,Finance,Professional Services,19575.66
2024,2024-11,Finance,SaaS Tools & Subscriptions,3454.53
2024,2024-12,Engineering,Payroll & Benefits,416384.07
2024,2024-12,Engineering,Cloud Infrastructure,134524.08
2024,2024-12,Engineering,R&D Expenses,89682.72
2024,2024-12,Sales,Payroll & Benefits,237933.75
2024,2024-12,Sales,SaaS Tools & Subscriptions,70465.0
2024,2024-12,Sales,Travel & Entertainment,57653.18
2024,2024-12,Marketing,Payroll & Benefits,178450.31
2024,2024-12,Marketing,Sales & Marketing,76870.9
2024,2024-12,Marketing,SaaS Tools & Subscriptions,19217.73
2024,2024-12,Product,Payroll & Benefits,118966.88
2024,2024-12,Product,Cloud Infrastructure,48044.32
2024,2024-12,Product,R&D Expenses,16014.77
2024,2024-12,Operations,Payroll & Benefits,142760.25
2024,2024-12,Operations,SaaS Tools & Subscriptions,34591.91
2024,2024-12,Operations,Office & Facilities,42279.0
2024,2024-12,Finance,Payroll & Benefits,95173.5
2024,2024-12,Finance,Professional Services,43560.18
2024,2024-12,Finance,SaaS Tools & Subscriptions,7687.09
2025,2025-01,Engineering,Payroll & Benefits,212524.74
2025,2025-01,Engineering,Cloud Infrastructure,68661.84
2025,2025-01,Engineering,R&D Expenses,45774.56
2025,2025-01,Sales,Payroll & Benefits,121442.71
2025,2025-01,Sales,SaaS Tools & Subscriptions,35965.73
2025,2025-01,Sales,Travel & Entertainment,29426.5
2025,2025-01,Marketing,Payroll & Benefits,91082.03
2025,2025-01,Marketing,Sales & Marketing,39235.34
2025,2025-01,Marketing,SaaS Tools & Subscriptions,9808.83
2025,2025-01,Product,Payroll & Benefits,60721.35
2025,2025-01,Product,Cloud Infrastructure,24522.09
2025,2025-01,Product,R&D Expenses,8174.03
2025,2025-01,Operations,Payroll & Benefits,72865.63
2025,2025-01,Operations,SaaS Tools & Subscriptions,17655.9
2025,2025-01,Operations,Office & Facilities,21579.44
2025,2025-01,Finance,Payroll & Benefits,48577.08
2025,2025-01,Finance,Professional Services,22233.36
2025,2025-01,Finance,SaaS Tools & Subscriptions,3923.53
2025,2025-02,Engineering,Payroll & Benefits,200172.95
2025,2025-02,Engineering,Cloud Infrastructure,64671.26
2025,2025-02,Engineering,R&D Expenses,43114.17
2025,2025-02,Sales,Payroll & Benefits,114384.54
2025,2025-02,Sales,SaaS Tools & Subscriptions,33875.42
2025,2025-02,Sales,Travel & Entertainment,27716.25
2025,2025-02,Marketing,Payroll & Benefits,85788.41
2025,2025-02,Marketing,Sales & Marketing,36955.01
2025,2025-02,Marketing,SaaS Tools & Subscriptions,9238.75
2025,2025-02,Product,Payroll & Benefits,57192.27
2025,2025-02,Product,Cloud Infrastructure,23096.88
2025,2025-02,Product,R&D Expenses,7698.96
2025,2025-02,Operations,Payroll & Benefits,68630.73
2025,2025-02,Operations,SaaS Tools & Subscriptions,16629.75
2025,2025-02,Operations,Office & Facilities,20325.25
2025,2025-02,Finance,Payroll & Benefits,45753.82
2025,2025-02,Finance,Professional Services,20941.17
2025,2025-02,Finance,SaaS Tools & Subscriptions,3695.5
2025,2025-03,Engineering,Payroll & Benefits,202266.98
2025,2025-03,Engineering,Cloud Infrastructure,65347.79
2025,2025-03,Engineering,R&D Expenses,43565.2
2025,2025-03,Sales,Payroll & Benefits,115581.13
2025,2025-03,Sales,SaaS Tools & Subscriptions,34229.8
2025,2025-03,Sales,Travel & Entertainment,28006.2
2025,2025-03,Marketing,Payroll & Benefits,86685.85
2025,2025-03,Marketing,Sales & Marketing,37341.6
2025,2025-03,Marketing,SaaS Tools & Subscriptions,9335.4
2025,2025-03,Product,Payroll & Benefits,57790.57
2025,2025-03,Product,Cloud Infrastructure,23338.5
2025,2025-03,Product,R&D Expenses,7779.5
2025,2025-03,Operations,Payroll & Benefits,69348.68
2025,2025-03,Operations,SaaS Tools & Subscriptions,16803.72
2025,2025-03,Operations,Office & Facilities,20537.88
2025,2025-03,Finance,Payroll & Benefits,46232.45
2025,2025-03,Finance,Professional Services,21160.24
2025,2025-03,Finance,SaaS Tools & Subscriptions,3734.16
2025,2025-04,Engineering,Payroll & Benefits,207116.86
2025,2025-04,Engineering,Cloud Infrastructure,66914.68
2025,2025-04,Engineering,R&D Expenses,44609.79
2025,2025-04,Sales,Payroll & Benefits,118352.49
2025,2025-04,Sales,SaaS Tools & Subscriptions,35050.55
2025,2025-04,Sales,Travel & Entertainment,28677.72
2025,2025-04,Marketing,Payroll & Benefits,88764.37
2025,2025-04,Marketing,Sales & Marketing,38236.96
2025,2025-04,Marketing,SaaS Tools & Subscriptions,9559.24
2025,2025-04,Product,Payroll & Benefits,59176.25
2025,2025-04,Product,Cloud Infrastructure,23898.1
2025,2025-04,Product,R&D Expenses,7966.03
2025,2025-04,Operations,Payroll & Benefits,71011.5
2025,2025-04,Operations,SaaS Tools & Subscriptions,17206.63
2025,2025-04,Operations,Office & Facilities,21030.33
2025,2025-04,Finance,Payroll & Benefits,47341.0
2025,2025-04,Finance,Professional Services,21667.61
2025,2025-04,Finance,SaaS Tools & Subscriptions,3823.7
2025,2025-05,Engineering,Payroll & Benefits,207116.86
2025,2025-05,Engineering,Cloud Infrastructure,66914.68
2025,2025-05,Engineering,R&D Expenses,44609.79
2025,2025-05,Sales,Payroll & Benefits,118352.49
2025,2025-05,Sales,SaaS Tools & Subscriptions,35050.55
2025,2025-05,Sales,Travel & Entertainment,28677.72
2025,2025-05,Marketing,Payroll & Benefits,88764.37
2025,2025-05,Marketing,Sales & Marketing,38236.96
2025,2025-05,Marketing,SaaS Tools & Subscriptions,9559.24
2025,2025-05,Product,Payroll & Benefits,59176.25
2025,2025-05,Product,Cloud Infrastructure,23898.1
2025,2025-05,Product,R&D Expenses,7966.03
2025,2025-05,Operations,Payroll & Benefits,71011.5
2025,2025-05,Operations,SaaS Tools & Subscriptions,17206.63
2025,2025-05,Operations,Office & Facilities,21030.33
2025,2025-05,Finance,Payroll & Benefits,47341.0
2025,2025-05,Finance,Professional Services,21667.61
2025,2025-05,Finance,SaaS Tools & Subscriptions,3823.7
2025,2025-06,Engineering,Payroll & Benefits,209210.89
2025,2025-06,Engineering,Cloud Infrastructure,67591.21
2025,2025-06,Engineering,R&D Expenses,45060.81
2025,2025-06,Sales,Payroll & Benefits,119549.08
2025,2025-06,Sales,SaaS Tools & Subscriptions,35404.92
2025,2025-06,Sales,Travel & Entertainment,28967.66
2025,2025-06,Marketing,Payroll & Benefits,89661.81
2025,2025-06,Marketing,Sales & Marketing,38623.55
2025,2025-06,Marketing,SaaS Tools & Subscriptions,9655.89
2025,2025-06,Product,Payroll & Benefits,59774.54
2025,2025-06,Product,Cloud Infrastructure,24139.72
2025,2025-06,Product,R&D Expenses,8046.57
2025,2025-06,Operations,Payroll & Benefits,71729.45
2025,2025-06,Operations,SaaS Tools & Subscriptions,17380.6
2025,2025-06,Operations,Office & Facilities,21242.95
2025,2025-06,Finance,Payroll & Benefits,47819.63
2025,2025-06,Finance,Professional Services,21886.68
2025,2025-06,Finance,SaaS Tools & Subscriptions,3862.35
2025,2025-07,Engineering,Payroll & Benefits,213184.55
2025,2025-07,Engineering,Cloud Infrastructure,68875.01
2025,2025-07,Engineering,R&D Expenses,45916.67
2025,2025-07,Sales,Payroll & Benefits,121819.74
2025,2025-07,Sales,SaaS Tools & Subscriptions,36077.38
2025,2025-07,Sales,Travel & Entertainment,29517.86
2025,2025-07,Marketing,Payroll & Benefits,91364.81
2025,2025-07,Marketing,Sales & Marketing,39357.15
2025,2025-07,Marketing,SaaS Tools & Subscriptions,9839.29
2025,2025-07,Product,Payroll & Benefits,60909.87
2025,2025-07,Product,Cloud Infrastructure,24598.22
2025,2025-07,Product,R&D Expenses,8199.41
2025,2025-07,Operations,Payroll & Benefits,73091.84
2025,2025-07,Operations,SaaS Tools & Subscriptions,17710.72
2025,2025-07,Operations,Office & Facilities,21646.43
2025,2025-07,Finance,Payroll & Benefits,48727.9
2025,2025-07,Finance,Professional Services,22302.38
2025,2025-07,Finance,SaaS Tools & Subscriptions,3935.71
2025,2025-08,Engineering,Payroll & Benefits,223252.38
2025,2025-08,Engineering,Cloud Infrastructure,72127.69
2025,2025-08,Engineering,R&D Expenses,48085.13
2025,2025-08,Sales,Payroll & Benefits,127572.79
2025,2025-08,Sales,SaaS Tools & Subscriptions,37781.17
2025,2025-08,Sales,Travel & Entertainment,30911.87
2025,2025-08,Marketing,Payroll & Benefits,95679.59
2025,2025-08,Marketing,Sales & Marketing,41215.82
2025,2025-08,Marketing,SaaS Tools & Subscriptions,10303.96
2025,2025-08,Product,Payroll & Benefits,63786.4
2025,2025-08,Product,Cloud Infrastructure,25759.89
2025,2025-08,Product,R&D Expenses,8586.63
2025,2025-08,Operations,Payroll & Benefits,76543.67
2025,2025-08,Operations,SaaS Tools & Subscriptions,18547.12
2025,2025-08,Operations,Office & Facilities,22668.7
2025,2025-08,Finance,Payroll & Benefits,51029.12
2025,2025-08,Finance,Professional Services,23355.63
2025,2025-08,Finance,SaaS Tools & Subscriptions,4121.58
2025,2025-09,Engineering,Payroll & Benefits,215278.58
2025,2025-09,Engineering,Cloud Infrastructure,69551.54
2025,2025-09,Engineering,R&D Expenses,46367.69
2025,2025-09,Sales,Payroll & Benefits,123016.33
2025,2025-09,Sales,SaaS Tools & Subscriptions,36431.76
2025,2025-09,Sales,Travel & Entertainment,29807.8
2025,2025-09,Marketing,Payroll & Benefits,92262.25
2025,2025-09,Marketing,Sales & Marketing,39743.74
2025,2025-09,Marketing,SaaS Tools & Subscriptions,9935.93
2025,2025-09,Product,Payroll & Benefits,61508.16
2025,2025-09,Product,Cloud Infrastructure,24839.84
2025,2025-09,Product,R&D Expenses,8279.95
2025,2025-09,Operations,Payroll & Benefits,73809.8
2025,2025-09,Operations,SaaS Tools & Subscriptions,17884.68
2025,2025-09,Operations,Office & Facilities,21859.06
2025,2025-09,Finance,Payroll & Benefits,49206.53
2025,2025-09,Finance,Professional Services,22521.45
2025,2025-09,Finance,SaaS Tools & Subscriptions,3974.37
2025,2025-10,Engineering,Payroll & Benefits,215999.73
2025,2025-10,Engineering,Cloud Infrastructure,69784.53
2025,2025-10,Engineering,R&D Expenses,46523.02
2025,2025-10,Sales,Payroll & Benefits,123428.42
2025,2025-10,Sales,SaaS Tools & Subscriptions,36553.8
2025,2025-10,Sales,Travel & Entertainment,29907.66
2025,2025-10,Marketing,Payroll & Benefits,92571.31
2025,2025-10,Marketing,Sales & Marketing,39876.87
2025,2025-10,Marketing,SaaS Tools & Subscriptions,9969.22
2025,2025-10,Product,Payroll & Benefits,61714.21
2025,2025-10,Product,Cloud Infrastructure,24923.05
2025,2025-10,Product,R&D Expenses,8307.68
2025,2025-10,Operations,Payroll & Benefits,74057.05
2025,2025-10,Operations,SaaS Tools & Subscriptions,17944.59
2025,2025-10,Operations,Office & Facilities,21932.28
2025,2025-10,Finance,Payroll & Benefits,49371.37
2025,2025-10,Finance,Professional Services,22596.9
2025,2025-10,Finance,SaaS Tools & Subscriptions,3987.69
2025,2025-11,Engineering,Payroll & Benefits,215999.73
2025,2025-11,Engineering,Cloud Infrastructure,69784.53
2025,2025-11,Engineering,R&D Expenses,46523.02
2025,2025-11,Sales,Payroll & Benefits,123428.42
2025,2025-11,Sales,SaaS Tools & Subscriptions,36553.8
2025,2025-11,Sales,Travel & Entertainment,29907.66
2025,2025-11,Marketing,Payroll & Benefits,92571.31
2025,2025-11,Marketing,Sales & Marketing,39876.87
2025,2025-11,Marketing,SaaS Tools & Subscriptions,9969.22
2025,2025-11,Product,Payroll & Benefits,61714.21
2025,2025-11,Product,Cloud Infrastructure,24923.05
2025,2025-11,Product,R&D Expenses,8307.68
2025,2025-11,Operations,Payroll & Benefits,74057.05
2025,2025-11,Operations,SaaS Tools & Subscriptions,17944.59
2025,2025-11,Operations,Office & Facilities,21932.28
2025,2025-11,Finance,Payroll & Benefits,49371.37
2025,2025-11,Finance,Professional Services,22596.9
2025,2025-11,Finance,SaaS Tools & Subscriptions,3987.69
2025,2025-12,Engineering,Payroll & Benefits,468151.1
2025,2025-12,Engineering,Cloud Infrastructure,151248.82
2025,2025-12,Engineering,R&D Expenses,100832.54
2025,2025-12,Sales,Payroll & Benefits,267514.91
2025,2025-12,Sales,SaaS Tools & Subscriptions,79225.57
2025,2025-12,Sales,Travel & Entertainment,64820.92
2025,2025-12,Marketing,Payroll & Benefits,200636.18
2025,2025-12,Marketing,Sales & Marketing,86427.89
2025,2025-12,Marketing,SaaS Tools & Subscriptions,21606.97
2025,2025-12,Product,Payroll & Benefits,133757.46
2025,2025-12,Product,Cloud Infrastructure,54017.43
2025,2025-12,Product,R&D Expenses,18005.81
2025,2025-12,Operations,Payroll & Benefits,160508.95
2025,2025-12,Operations,SaaS Tools & Subscriptions,38892.55
2025,2025-12,Operations,Office & Facilities,47535.34
2025,2025-12,Finance,Payroll & Benefits,107005.96
2025,2025-12,Finance,Professional Services,48975.81
2025,2025-12,Finance,SaaS Tools & Subscriptions,8642.79
